trial_id,U_exp,K_exp,D_exp,base_level_fall
440,-3.9482421875,-6.2490234375,-2.0791015625,-0.83154296875
441,-4.0595703125,-6.0595703125,-1.6669921875,-0.38330078125
442,-3.6982421875,-6.0595703125,-1.6669921875,-0.38330078125
443,-4.0595703125,-6.9990234375,-1.6669921875,-0.38330078125
444,-4.0595703125,-6.0595703125,-1.3291015625,-0.38330078125
445,-4.0595703125,-6.0595703125,-1.6669921875,1.04345703125
446,-4.0595703125,-6.9990234375,-1.3291015625,1.04345703125
447,-3.6982421875,-6.0595703125,-1.3291015625,1.04345703125
448,-3.6982421875,-6.9990234375,-1.6669921875,1.04345703125
449,-3.6982421875,-6.9990234375,-1.3291015625,-0.38330078125
450,-3.6982421875,-6.9990234375,-1.3291015625,1.04345703125
451,-3.0595703125,-5.0595703125,-2.6669921875,1.11669921875
452,-4.6982421875,-5.0595703125,-2.6669921875,1.11669921875
453,-3.0595703125,-5.9990234375,-2.6669921875,1.11669921875
454,-3.0595703125,-5.0595703125,-2.3291015625,1.11669921875
455,-3.0595703125,-5.0595703125,-2.6669921875,-0.45654296875
456,-3.0595703125,-5.9990234375,-2.3291015625,-0.45654296875
457,-4.6982421875,-5.0595703125,-2.3291015625,-0.45654296875
458,-4.6982421875,-5.9990234375,-2.6669921875,-0.45654296875
459,-4.6982421875,-5.9990234375,-2.3291015625,1.11669921875
460,-4.6982421875,-5.9990234375,-2.3291015625,-0.45654296875
461,-3.5595703125,-6.5595703125,-1.1669921875,0.36669921875
462,-4.1982421875,-6.5595703125,-1.1669921875,0.36669921875
463,-3.5595703125,-5.4990234375,-1.1669921875,0.36669921875
464,-3.5595703125,-6.5595703125,-1.8291015625,0.36669921875
465,-3.5595703125,-6.5595703125,-1.1669921875,0.29345703125
466,-3.5595703125,-5.4990234375,-1.8291015625,0.29345703125
467,-4.1982421875,-6.5595703125,-1.8291015625,0.29345703125
468,-4.1982421875,-5.4990234375,-1.1669921875,0.29345703125
469,-4.1982421875,-5.4990234375,-1.8291015625,0.36669921875
470,-4.1982421875,-5.4990234375,-1.8291015625,0.29345703125
471,-4.5595703125,-5.5595703125,-2.1669921875,1.86669921875
472,-3.1982421875,-5.5595703125,-2.1669921875,1.86669921875
473,-4.5595703125,-6.4990234375,-2.1669921875,1.86669921875
474,-4.5595703125,-5.5595703125,-2.8291015625,1.86669921875
475,-4.5595703125,-5.5595703125,-2.1669921875,1.79345703125
476,-4.5595703125,-6.4990234375,-2.8291015625,1.79345703125
477,-3.1982421875,-5.5595703125,-2.8291015625,1.79345703125
478,-3.1982421875,-6.4990234375,-2.1669921875,1.79345703125
479,-3.1982421875,-6.4990234375,-2.8291015625,1.86669921875
480,-3.1982421875,-6.4990234375,-2.8291015625,1.79345703125
481,-4.6845703125,-6.4345703125,-1.0419921875,0.92919921875
482,-4.3232421875,-6.4345703125,-1.0419921875,0.92919921875
483,-4.6845703125,-6.1240234375,-1.0419921875,0.92919921875
484,-4.6845703125,-6.4345703125,-1.4541015625,0.92919921875
485,-4.6845703125,-6.4345703125,-1.0419921875,1.23095703125
486,-4.6845703125,-6.1240234375,-1.4541015625,1.23095703125
487,-4.3232421875,-6.4345703125,-1.4541015625,1.23095703125
488,-4.3232421875,-6.1240234375,-1.0419921875,1.23095703125
489,-4.3232421875,-6.1240234375,-1.4541015625,0.92919921875
490,-4.3232421875,-6.1240234375,-1.4541015625,1.23095703125
491,-3.6845703125,-5.4345703125,-2.0419921875,-0.57080078125
492,-3.3232421875,-5.4345703125,-2.0419921875,-0.57080078125
493,-3.6845703125,-5.1240234375,-2.0419921875,-0.57080078125
494,-3.6845703125,-5.4345703125,-2.4541015625,-0.57080078125
495,-3.6845703125,-5.4345703125,-2.0419921875,-0.26904296875
496,-3.6845703125,-5.1240234375,-2.4541015625,-0.26904296875
497,-3.3232421875,-5.4345703125,-2.4541015625,-0.26904296875
498,-3.3232421875,-5.1240234375,-2.0419921875,-0.26904296875
499,-3.3232421875,-5.1240234375,-2.4541015625,-0.57080078125
500,-3.3232421875,-5.1240234375,-2.4541015625,-0.26904296875
501,-3.1845703125,-6.9345703125,-1.5419921875,1.67919921875
502,-3.8232421875,-6.9345703125,-1.5419921875,1.67919921875
503,-3.1845703125,-5.6240234375,-1.5419921875,1.67919921875
504,-3.1845703125,-6.9345703125,-1.9541015625,1.67919921875
505,-3.1845703125,-6.9345703125,-1.5419921875,0.48095703125
506,-3.1845703125,-5.6240234375,-1.9541015625,0.48095703125
507,-3.8232421875,-6.9345703125,-1.9541015625,0.48095703125
508,-3.8232421875,-5.6240234375,-1.5419921875,0.48095703125
509,-3.8232421875,-5.6240234375,-1.9541015625,1.67919921875
510,-3.8232421875,-5.6240234375,-1.9541015625,0.48095703125
511,-4.1845703125,-5.9345703125,-2.5419921875,0.17919921875
512,-4.8232421875,-5.9345703125,-2.5419921875,0.17919921875
513,-4.1845703125,-6.6240234375,-2.5419921875,0.17919921875
514,-4.1845703125,-5.9345703125,-2.9541015625,0.17919921875
515,-4.1845703125,-5.9345703125,-2.5419921875,1.98095703125
516,-4.1845703125,-6.6240234375,-2.9541015625,1.98095703125
517,-4.8232421875,-5.9345703125,-2.9541015625,1.98095703125
518,-4.8232421875,-6.6240234375,-2.5419921875,1.98095703125
519,-4.8232421875,-6.6240234375,-2.9541015625,0.17919921875
520,-4.8232421875,-6.6240234375,-2.9541015625,1.98095703125
521,-4.4345703125,-6.6845703125,-2.2919921875,-0.19580078125
522,-4.5732421875,-6.6845703125,-2.2919921875,-0.19580078125
523,-4.4345703125,-6.3740234375,-2.2919921875,-0.19580078125
524,-4.4345703125,-6.6845703125,-1.7041015625,-0.19580078125
525,-4.4345703125,-6.6845703125,-2.2919921875,0.10595703125
526,-4.4345703125,-6.3740234375,-1.7041015625,0.10595703125
527,-4.5732421875,-6.6845703125,-1.7041015625,0.10595703125
528,-4.5732421875,-6.3740234375,-2.2919921875,0.10595703125
529,-4.5732421875,-6.3740234375,-1.7041015625,-0.19580078125
530,-4.5732421875,-6.3740234375,-1.7041015625,0.10595703125
531,-3.4345703125,-5.6845703125,-1.2919921875,1.30419921875
532,-3.5732421875,-5.6845703125,-1.2919921875,1.30419921875
533,-3.4345703125,-5.3740234375,-1.2919921875,1.30419921875
534,-3.4345703125,-5.6845703125,-2.7041015625,1.30419921875
535,-3.4345703125,-5.6845703125,-1.2919921875,1.60595703125
536,-3.4345703125,-5.3740234375,-2.7041015625,1.60595703125
537,-3.5732421875,-5.6845703125,-2.7041015625,1.60595703125
538,-3.5732421875,-5.3740234375,-1.2919921875,1.60595703125
539,-3.5732421875,-5.3740234375,-2.7041015625,1.30419921875
540,-3.5732421875,-5.3740234375,-2.7041015625,1.60595703125
541,-3.9345703125,-6.1845703125,-2.7919921875,-0.94580078125
542,-3.0732421875,-6.1845703125,-2.7919921875,-0.94580078125
543,-3.9345703125,-5.8740234375,-2.7919921875,-0.94580078125
544,-3.9345703125,-6.1845703125,-1.2041015625,-0.94580078125
545,-3.9345703125,-6.1845703125,-2.7919921875,0.85595703125
546,-3.9345703125,-5.8740234375,-1.2041015625,0.85595703125
547,-3.0732421875,-6.1845703125,-1.2041015625,0.85595703125
548,-3.0732421875,-5.8740234375,-2.7919921875,0.85595703125
549,-3.0732421875,-5.8740234375,-1.2041015625,-0.94580078125
550,-3.0732421875,-5.8740234375,-1.2041015625,0.85595703125
551,-4.9345703125,-5.1845703125,-1.7919921875,0.55419921875
552,-4.0732421875,-5.1845703125,-1.7919921875,0.55419921875
553,-4.9345703125,-6.8740234375,-1.7919921875,0.55419921875
554,-4.9345703125,-5.1845703125,-2.2041015625,0.55419921875
555,-4.9345703125,-5.1845703125,-1.7919921875,-0.64404296875
556,-4.9345703125,-6.8740234375,-2.2041015625,-0.64404296875
557,-4.0732421875,-5.1845703125,-2.2041015625,-0.64404296875
558,-4.0732421875,-6.8740234375,-1.7919921875,-0.64404296875
559,-4.0732421875,-6.8740234375,-2.2041015625,0.55419921875
560,-4.0732421875,-6.8740234375,-2.2041015625,-0.64404296875
561,-4.9033203125,-6.7158203125,-1.4482421875,1.81982421875
562,-3.6669921875,-6.7158203125,-1.4482421875,1.81982421875
563,-4.9033203125,-6.5927734375,-1.4482421875,1.81982421875
564,-4.9033203125,-6.7158203125,-1.1103515625,1.81982421875
565,-4.9033203125,-6.7158203125,-1.4482421875,-0.31591796875
566,-4.9033203125,-6.5927734375,-1.1103515625,-0.31591796875
567,-3.6669921875,-6.7158203125,-1.1103515625,-0.31591796875
568,-3.6669921875,-6.5927734375,-1.4482421875,-0.31591796875
569,-3.6669921875,-6.5927734375,-1.1103515625,1.81982421875
570,-3.6669921875,-6.5927734375,-1.1103515625,-0.31591796875
571,-3.9033203125,-5.7158203125,-2.4482421875,0.31982421875
572,-4.6669921875,-5.7158203125,-2.4482421875,0.31982421875
573,-3.9033203125,-5.5927734375,-2.4482421875,0.31982421875
574,-3.9033203125,-5.7158203125,-2.1103515625,0.31982421875
575,-3.9033203125,-5.7158203125,-2.4482421875,1.18408203125
576,-3.9033203125,-5.5927734375,-2.1103515625,1.18408203125
577,-4.6669921875,-5.7158203125,-2.1103515625,1.18408203125
578,-4.6669921875,-5.5927734375,-2.4482421875,1.18408203125
579,-4.6669921875,-5.5927734375,-2.1103515625,0.31982421875
580,-4.6669921875,-5.5927734375,-2.1103515625,1.18408203125
581,-3.4033203125,-6.2158203125,-1.9482421875,1.06982421875
582,-4.1669921875,-6.2158203125,-1.9482421875,1.06982421875
583,-3.4033203125,-5.0927734375,-1.9482421875,1.06982421875
584,-3.4033203125,-6.2158203125,-1.6103515625,1.06982421875
585,-3.4033203125,-6.2158203125,-1.9482421875,1.93408203125
586,-3.4033203125,-5.0927734375,-1.6103515625,1.93408203125
587,-4.1669921875,-6.2158203125,-1.6103515625,1.93408203125
588,-4.1669921875,-5.0927734375,-1.9482421875,1.93408203125
589,-4.1669921875,-5.0927734375,-1.6103515625,1.06982421875
590,-4.1669921875,-5.0927734375,-1.6103515625,1.93408203125
591,-4.4033203125,-5.2158203125,-2.9482421875,-0.43017578125
592,-3.1669921875,-5.2158203125,-2.9482421875,-0.43017578125
593,-4.4033203125,-6.0927734375,-2.9482421875,-0.43017578125
594,-4.4033203125,-5.2158203125,-2.6103515625,-0.43017578125
595,-4.4033203125,-5.2158203125,-2.9482421875,0.43408203125
596,-4.4033203125,-6.0927734375,-2.6103515625,0.43408203125
597,-3.1669921875,-5.2158203125,-2.6103515625,0.43408203125
598,-3.1669921875,-6.0927734375,-2.9482421875,0.43408203125
599,-3.1669921875,-6.0927734375,-2.6103515625,-0.43017578125
600,-3.1669921875,-6.0927734375,-2.6103515625,0.43408203125
601,-4.1533203125,-6.4658203125,-2.1982421875,-0.80517578125
602,-3.4169921875,-6.4658203125,-2.1982421875,-0.80517578125
603,-4.1533203125,-6.8427734375,-2.1982421875,-0.80517578125
604,-4.1533203125,-6.4658203125,-1.8603515625,-0.80517578125
605,-4.1533203125,-6.4658203125,-2.1982421875,1.55908203125
606,-4.1533203125,-6.8427734375,-1.8603515625,1.55908203125
607,-3.4169921875,-6.4658203125,-1.8603515625,1.55908203125
608,-3.4169921875,-6.8427734375,-2.1982421875,1.55908203125
609,-3.4169921875,-6.8427734375,-1.8603515625,-0.80517578125
610,-3.4169921875,-6.8427734375,-1.8603515625,1.55908203125
611,-3.1533203125,-5.4658203125,-1.1982421875,0.69482421875
612,-4.4169921875,-5.4658203125,-1.1982421875,0.69482421875
613,-3.1533203125,-5.8427734375,-1.1982421875,0.69482421875
614,-3.1533203125,-5.4658203125,-2.8603515625,0.69482421875
615,-3.1533203125,-5.4658203125,-1.1982421875,0.05908203125
616,-3.1533203125,-5.8427734375,-2.8603515625,0.05908203125
617,-4.4169921875,-5.4658203125,-2.8603515625,0.05908203125
618,-4.4169921875,-5.8427734375,-1.1982421875,0.05908203125
619,-4.4169921875,-5.8427734375,-2.8603515625,0.69482421875
620,-4.4169921875,-5.8427734375,-2.8603515625,0.05908203125
621,-3.6533203125,-6.9658203125,-2.6982421875,-0.05517578125
622,-4.9169921875,-6.9658203125,-2.6982421875,-0.05517578125
623,-3.6533203125,-5.3427734375,-2.6982421875,-0.05517578125
624,-3.6533203125,-6.9658203125,-1.3603515625,-0.05517578125
625,-3.6533203125,-6.9658203125,-2.6982421875,-0.69091796875
626,-3.6533203125,-5.3427734375,-1.3603515625,-0.69091796875
627,-4.9169921875,-6.9658203125,-1.3603515625,-0.69091796875
628,-4.9169921875,-5.3427734375,-2.6982421875,-0.69091796875
629,-4.9169921875,-5.3427734375,-1.3603515625,-0.05517578125
630,-4.9169921875,-5.3427734375,-1.3603515625,-0.69091796875
631,-4.6533203125,-5.9658203125,-1.6982421875,1.44482421875
632,-3.9169921875,-5.9658203125,-1.6982421875,1.44482421875
633,-4.6533203125,-6.3427734375,-1.6982421875,1.44482421875
634,-4.6533203125,-5.9658203125,-2.3603515625,1.44482421875
635,-4.6533203125,-5.9658203125,-1.6982421875,0.80908203125
636,-4.6533203125,-6.3427734375,-2.3603515625,0.80908203125
637,-3.9169921875,-5.9658203125,-2.3603515625,0.80908203125
638,-3.9169921875,-6.3427734375,-1.6982421875,0.80908203125
639,-3.9169921875,-6.3427734375,-2.3603515625,1.44482421875
640,-3.9169921875,-6.3427734375,-2.3603515625,0.80908203125
641,-4.5283203125,-6.0908203125,-2.5732421875,0.50732421875
642,-4.5419921875,-6.0908203125,-2.5732421875,0.50732421875
643,-4.5283203125,-6.2177734375,-2.5732421875,0.50732421875
644,-4.5283203125,-6.0908203125,-1.9853515625,0.50732421875
645,-4.5283203125,-6.0908203125,-2.5732421875,1.37158203125
646,-4.5283203125,-6.2177734375,-1.9853515625,1.37158203125
647,-4.5419921875,-6.0908203125,-1.9853515625,1.37158203125
648,-4.5419921875,-6.2177734375,-2.5732421875,1.37158203125
649,-4.5419921875,-6.2177734375,-1.9853515625,0.50732421875
650,-4.5419921875,-6.2177734375,-1.9853515625,1.37158203125
651,-3.5283203125,-5.0908203125,-1.5732421875,-0.99267578125
652,-3.5419921875,-5.0908203125,-1.5732421875,-0.99267578125
653,-3.5283203125,-5.2177734375,-1.5732421875,-0.99267578125
654,-3.5283203125,-5.0908203125,-2.9853515625,-0.99267578125
655,-3.5283203125,-5.0908203125,-1.5732421875,-0.12841796875
656,-3.5283203125,-5.2177734375,-2.9853515625,-0.12841796875
657,-3.5419921875,-5.0908203125,-2.9853515625,-0.12841796875
658,-3.5419921875,-5.2177734375,-1.5732421875,-0.12841796875
659,-3.5419921875,-5.2177734375,-2.9853515625,-0.99267578125
660,-3.5419921875,-5.2177734375,-2.9853515625,-0.12841796875
661,-3.0283203125,-6.5908203125,-2.0732421875,1.25732421875
662,-3.0419921875,-6.5908203125,-2.0732421875,1.25732421875
663,-3.0283203125,-5.7177734375,-2.0732421875,1.25732421875
664,-3.0283203125,-6.5908203125,-1.4853515625,1.25732421875
665,-3.0283203125,-6.5908203125,-2.0732421875,-0.87841796875
666,-3.0283203125,-5.7177734375,-1.4853515625,-0.87841796875
667,-3.0419921875,-6.5908203125,-1.4853515625,-0.87841796875
668,-3.0419921875,-5.7177734375,-2.0732421875,-0.87841796875
669,-3.0419921875,-5.7177734375,-1.4853515625,1.25732421875
670,-3.0419921875,-5.7177734375,-1.4853515625,-0.87841796875
671,-4.0283203125,-5.5908203125,-1.0732421875,-0.24267578125
672,-4.0419921875,-5.5908203125,-1.0732421875,-0.24267578125
673,-4.0283203125,-6.7177734375,-1.0732421875,-0.24267578125
674,-4.0283203125,-5.5908203125,-2.4853515625,-0.24267578125
675,-4.0283203125,-5.5908203125,-1.0732421875,0.62158203125
676,-4.0283203125,-6.7177734375,-2.4853515625,0.62158203125
677,-4.0419921875,-5.5908203125,-2.4853515625,0.62158203125
678,-4.0419921875,-6.7177734375,-1.0732421875,0.62158203125
679,-4.0419921875,-6.7177734375,-2.4853515625,-0.24267578125
680,-4.0419921875,-6.7177734375,-2.4853515625,0.62158203125
681,-4.2783203125,-6.8408203125,-1.8232421875,0.13232421875
682,-4.2919921875,-6.8408203125,-1.8232421875,0.13232421875
683,-4.2783203125,-6.4677734375,-1.8232421875,0.13232421875
684,-4.2783203125,-6.8408203125,-1.2353515625,0.13232421875
685,-4.2783203125,-6.8408203125,-1.8232421875,-0.50341796875
686,-4.2783203125,-6.4677734375,-1.2353515625,-0.50341796875
687,-4.2919921875,-6.8408203125,-1.2353515625,-0.50341796875
688,-4.2919921875,-6.4677734375,-1.8232421875,-0.50341796875
689,-4.2919921875,-6.4677734375,-1.2353515625,0.13232421875
690,-4.2919921875,-6.4677734375,-1.2353515625,-0.50341796875
691,-3.2783203125,-5.8408203125,-2.8232421875,1.63232421875
692,-3.2919921875,-5.8408203125,-2.8232421875,1.63232421875
693,-3.2783203125,-5.4677734375,-2.8232421875,1.63232421875
694,-3.2783203125,-5.8408203125,-2.2353515625,1.63232421875
695,-3.2783203125,-5.8408203125,-2.8232421875,0.99658203125
696,-3.2783203125,-5.4677734375,-2.2353515625,0.99658203125
697,-3.2919921875,-5.8408203125,-2.2353515625,0.99658203125
698,-3.2919921875,-5.4677734375,-2.8232421875,0.99658203125
699,-3.2919921875,-5.4677734375,-2.2353515625,1.63232421875
700,-3.2919921875,-5.4677734375,-2.2353515625,0.99658203125
701,-3.7783203125,-6.3408203125,-1.3232421875,-0.61767578125
702,-3.7919921875,-6.3408203125,-1.3232421875,-0.61767578125
703,-3.7783203125,-5.9677734375,-1.3232421875,-0.61767578125
704,-3.7783203125,-6.3408203125,-1.7353515625,-0.61767578125
705,-3.7783203125,-6.3408203125,-1.3232421875,1.74658203125
706,-3.7783203125,-5.9677734375,-1.7353515625,1.74658203125
707,-3.7919921875,-6.3408203125,-1.7353515625,1.74658203125
708,-3.7919921875,-5.9677734375,-1.3232421875,1.74658203125
709,-3.7919921875,-5.9677734375,-1.7353515625,-0.61767578125
710,-3.7919921875,-5.9677734375,-1.7353515625,1.74658203125
711,-4.7783203125,-5.3408203125,-2.3232421875,0.88232421875
712,-4.7919921875,-5.3408203125,-2.3232421875,0.88232421875
713,-4.7783203125,-6.9677734375,-2.3232421875,0.88232421875
714,-4.7783203125,-5.3408203125,-2.7353515625,0.88232421875
715,-4.7783203125,-5.3408203125,-2.3232421875,0.24658203125
716,-4.7783203125,-6.9677734375,-2.7353515625,0.24658203125
717,-4.7919921875,-5.3408203125,-2.7353515625,0.24658203125
718,-4.7919921875,-6.9677734375,-2.3232421875,0.24658203125
719,-4.7919921875,-6.9677734375,-2.7353515625,0.88232421875
720,-4.7919921875,-6.9677734375,-2.7353515625,0.24658203125
721,-4.8408203125,-6.2783203125,-1.5107421875,0.03857421875
722,-3.2294921875,-6.2783203125,-1.5107421875,0.03857421875
723,-4.8408203125,-5.4052734375,-1.5107421875,0.03857421875
724,-4.8408203125,-6.2783203125,-2.0478515625,0.03857421875
725,-4.8408203125,-6.2783203125,-1.5107421875,1.65283203125
726,-4.8408203125,-5.4052734375,-2.0478515625,1.65283203125
727,-3.2294921875,-6.2783203125,-2.0478515625,1.65283203125
728,-3.2294921875,-5.4052734375,-1.5107421875,1.65283203125
729,-3.2294921875,-5.4052734375,-2.0478515625,0.03857421875
730,-3.2294921875,-5.4052734375,-2.0478515625,1.65283203125
731,-3.8408203125,-5.2783203125,-2.5107421875,1.53857421875
732,-4.2294921875,-5.2783203125,-2.5107421875,1.53857421875
733,-3.8408203125,-6.4052734375,-2.5107421875,1.53857421875
734,-3.8408203125,-5.2783203125,-1.0478515625,1.53857421875
735,-3.8408203125,-5.2783203125,-2.5107421875,0.15283203125
736,-3.8408203125,-6.4052734375,-1.0478515625,0.15283203125
737,-4.2294921875,-5.2783203125,-1.0478515625,0.15283203125
738,-4.2294921875,-6.4052734375,-2.5107421875,0.15283203125
739,-4.2294921875,-6.4052734375,-1.0478515625,1.53857421875
740,-4.2294921875,-6.4052734375,-1.0478515625,0.15283203125
741,-3.3408203125,-6.7783203125,-1.0107421875,-0.71142578125
742,-4.7294921875,-6.7783203125,-1.0107421875,-0.71142578125
743,-3.3408203125,-6.9052734375,-1.0107421875,-0.71142578125
744,-3.3408203125,-6.7783203125,-2.5478515625,-0.71142578125
745,-3.3408203125,-6.7783203125,-1.0107421875,-0.59716796875
746,-3.3408203125,-6.9052734375,-2.5478515625,-0.59716796875
747,-4.7294921875,-6.7783203125,-2.5478515625,-0.59716796875
748,-4.7294921875,-6.9052734375,-1.0107421875,-0.59716796875
749,-4.7294921875,-6.9052734375,-2.5478515625,-0.71142578125
750,-4.7294921875,-6.9052734375,-2.5478515625,-0.59716796875
751,-4.3408203125,-5.7783203125,-2.0107421875,0.78857421875
752,-3.7294921875,-5.7783203125,-2.0107421875,0.78857421875
753,-4.3408203125,-5.9052734375,-2.0107421875,0.78857421875
754,-4.3408203125,-5.7783203125,-1.5478515625,0.78857421875
755,-4.3408203125,-5.7783203125,-2.0107421875,0.90283203125
756,-4.3408203125,-5.9052734375,-1.5478515625,0.90283203125
757,-3.7294921875,-5.7783203125,-1.5478515625,0.90283203125
758,-3.7294921875,-5.9052734375,-2.0107421875,0.90283203125
759,-3.7294921875,-5.9052734375,-1.5478515625,0.78857421875
760,-3.7294921875,-5.9052734375,-1.5478515625,0.90283203125
761,-4.0908203125,-6.5283203125,-2.7607421875,1.16357421875
762,-3.9794921875,-6.5283203125,-2.7607421875,1.16357421875
763,-4.0908203125,-5.1552734375,-2.7607421875,1.16357421875
